EVENT_ID,STATE_FIPS,CZ_FIPS,WFO,CZ_TIMEZONE,BEGIN_TIMESTAMP,END_TIMESTAMP,DEATHS,INJURIES,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_FIPS,TOR_OTHER_WFO,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,TORNADO_ID
1150987,12,19,JAX,EST-5,1707063180,1707063480,0,0,0,0,EF1,0.98,100.0,,,2.0,NNW,KINGSLEY,2.0,NNW,KINGSLEY,29.9881,-82.0338,30.0019,-82.0298,"A tornado touched down in the northwestern portions of Clay|County, or within the Camp Blanding Wildlife Management Area|just to the northwest of Kingsley Lake, on Sunday afternoon. This|tornado was documented by pictures and video as it crossed County|Road 225 that were posted on social media. A National Weather|Service survey team determined that the peak wind was around 90|mph, resulting in snapped and uprooted pine trees along its|approximate one mile path. This tornado`s path length may have|been longer based on available video evidence, but the survey team|was unable to locate any damage beyond the indicated path length|in the heavily wooded Camp Blanding Wildlife Management Area.|Estimated path width was around 100 yards.",0
1150989,12,31,JAX,EST-5,1707066300,1707066420,0,0,0,0,EF0,1.38,25.0,,,3.0,NNE,(NZC)NAS CECIL FLD,2.0,SE,OTIS,30.2573,-81.8646,30.2764,-81.8576,"A tornado touched down adjacent to the Immanuel Baptist Church off|Sarroca Lane, or just southwest of the intersection of Normandy|Boulevard and Cecil Commerce Center Parkway, around 5:05 PM. This|small tornado, with an estimated maximum width of 25 yards, was|captured on video as it flipped a garbage dumpster on the church|property. This tornado likely lifted before crossing Normandy|Boulevard, with the parent supercell thunderstorm moving|northeastward, producing another likely touchdown near the|intersection of Brian Lakes Drive and Justin Oaks Drive North,|where the tornado was again captured on video as it damaged fences|and trees adjacent to homes in the area. This damage represents|am estimated peak wind of around 85 mph, and the non-continuous|damage path of this tornado was around 1.38 miles. The tornado|lifted before reaching Chaffee Trail Elementary School around 5:07|PM.",0
1150993,12,31,JAX,EST-5,1707063060,1707063300,0,0,0,0,EF1,1.05,200.0,,,2.0,SW,(NZC)NAS CECIL FLD,2.0,WSW,(NZC)NAS CECIL FLD,30.1988,-81.9119,30.2138,-81.9148,"A tornado touched down along Sal Taylor Creek to the southwest of|Cecil Field and moved northward across Peacock Ridge Drive,|snapping and uprooting trees that fell and damaged approximately|12 homes, with farm houses and fences also damaged along the path|of about one mile in length, with a maximum path width estimated|around 200 yards. The maximum estimated intensity was 100 miles|per hour, based on the partial loss of a roof on a manufactured|home, in addition to several large trees and large branches being|snapped. The tornado continued northward across Cochise Drive and|then lifted at approximately 4:15 PM just east of Nathan Hale|Road in the Sal Taylor Creek Preserve. Several videos and photos|of this tornado were posted on social media.",0
1151606,17,123,ILX,CST-6,1707410400,1707410640,0,0,0,0,EF1,3.65,100.0,155,DVN,3.0,S,HENRY,4.0,ESE,HENRY,41.07,-89.36,41.1038,-89.3062,"A tornado touched down in a field about 3 miles south of Henry at 4:40 PM CST.  The tornado tracked northeastward through rural northern Marshall County, damaging numerous trees and a few farm outbuildings before crossing into southern Putnam County between County Road 1220 North and Illinois Highway 18 at 4:44 PM CST.",0
1151626,45,81,CAE,EST-5,1706386920,1706387040,0,0,0,0,EF0,1.34,100.0,,,3.0,WNW,PERRYS XRDS,3.0,NW,PERRYS XRDS,34.15,-81.72,34.16,-81.7,"After reviewing available data, a weak tornado has been determined to have briefly|touched down in far northern Saluda county on January 27. The tornado touched down|near Old Cherokee Trail before moving quickly northeast and causing limited tree damage|near Tostie Creek Road. The tornado then dissipated as it moved northeastward.",0
1151732,12,31,JAX,EST-5,1704816480,1704816600,0,0,0,0,EF0,0.23,30.0,,,2.0,SSW,BAYARD,2.0,SSW,BAYARD,30.125,-81.5317,30.1264,-81.5282,"A brief EF0 tornado with maximum winds near 80 mph produced widespread tree damage just east of Interstate 95 in the Bartram Park area of the Jacksonville Southside. The tornado touched down just west of Bartram Park around |4:08 pm, north of Arching Branch Circle, and tracked quickly |to the ENE across Woody Vine Drive and Roundleaf Drive before|dissipating across a wooded area just west of I-95 around |4:10 pm. There was some minor structure damage to gutters |and window screens, but the majority of damage included |snapped trees and large limbs blown down. There were |some trees were blown down and uprooted, indicative of a |descending rear flank downdraft.",0
1151739,13,69,JAX,EST-5,1704804900,1704805200,0,0,0,0,EF1,4.37,400.0,5,JAX,1.0,WSW,NICHOLLS,4.0,NE,NICHOLLS,31.5166,-82.6644,31.558,-82.6057,"An EF1 tornado with peak winds near 110 mph raced NE from just west of Nicholls in Coffee County to Norman Cole Circle in west-central Bacon county before it dissipated. Most damage occurred to trees and farm buildings, with some outbuildings totally destroyed. A tornado touched down near Saginaw along Georgia Highway 32 East|where EF0 tree damage was observed around 12:55 pm EST. |The tornado tracked to the northeast crossing Nicholls Road where |trees were uprooted. The circulation continued to track NE |crossing the intersection of Hazel Nut Road and Peachtree |Road where EF1 strength to 110 mph occurred due to total |destruction of a barn and outbuildings that were blown off |of their foundations and rolled across the property around 1 pm EST. |A couple of family homes in this area suffered roof damage and |utility poles were damaged. The tornado continued to track NE |crossing Roberts Cemetery Road, Dove Lane and Honey Suckle Road |where EF1 strength continued to caused tree and outbuilding |structure damage, including large hardwood trees blown down and |uprooted.",0
1151822,48,39,HGX,CST-6,1704434160,1704434280,0,0,0,0,EF0,0.59,200.0,,,2.0,SE,BRAZORIA RES,2.0,SE,BRAZORIA RES,29.0583,-95.5023,29.0666,-95.5002,"As a late night cold front moved across Southeast Texas, a brief EF-0 tornado formed on the southeast side of the Brazoria Reservoir and damaged some trees and power lines. There was also minor structural damage to some nearby homes.",0
1151972,12,99,MFL,EST-5,1704555120,1704555240,0,0,0,0,EFU,0.78,100.0,,,14.0,SW,LOXAHATCHEE,13.0,SW,LOXAHATCHEE,26.5273,-80.4902,26.5274,-80.4776,"High-resolution satellite imagery showed a tornado damage path through a field near Browns Farm Road southeast of Belle Glade after a severe thunderstorm moved through the area. Time, path width, and path length are estimated based on radar and satellite imagery. Due to an inability to survey the area, maximum wind speeds and EF rating are unknown.",0
1152302,28,39,MOB,CST-6,1704770640,1704770700,0,0,0,0,EF1,0.21,30.0,,,3.0,NNW,SHIPMAN,2.0,NNW,SHIPMAN,30.9028,-88.4892,30.9028,-88.4857,"NWS Storm Survey found damage associated with an EF-1 tornado|about 6.3 miles south-southeast of Lucedale, Mississippi where|several large longleaf pines were snapped anywhere from 3 to|15 feet above the base. A wider swath of damaging wind likely|extended south and southeast of the tornado where small branches|were snapped. The tornado was likely discontinuous or|intermittent as it proceeded toward the east across US Highway|98. Once high-resolution satellite imagery becomes available, the|tornado path will be able to be refined.",0
1152396,12,85,MLB,EST-5,1705336980,1705338480,0,0,0,0,EF0,8.22,50.0,,,6.0,WSW,PALM CITY,1.0,W,RIO ST LUCIE,27.1272,-80.353,27.2232,-80.2739,"The tornado touched down to the south and west of I-95 before crossing the interstate around 4:43 PM EST. The system moved to the north-northeast into Palm City, where numerous trees were felled on properties between I-95 and SW Martin Hwy. The |circulation continued to the northeast in Stuart where numerous residents submitted videos of the tornado impacting portions of the Canopy Creek residential subdivision, though little in the way of damage was noted. Additional intermittent reports of downed |trees were reported along the path as it moved across Florida's Turnpike and into Stuart. ||The circulation eventually went on to produce a waterspout over the St. Lucie River that then pushed onshore and into the North River Shores subdivision before lifting and dissipating. The tornado produced minor damage here, including a few fallen trees |near the intersection of NW Pine Lake Dr and NW Fork Rd.",0
1152918,17,155,DVN,CST-6,1707410640,1707411120,0,0,0,0,EF1,6.38,100.0,,,6.0,WSW,MAGNOLIA,2.0,N,MAGNOLIA,41.1038,-89.3062,41.15,-89.2,"A tornado touched down just east of Hwy 26 south of Henry, in northern Marshall County, at 440 pm CST. It crossed into Putnam county about 300 yards southeast of IL Highway 18, around 4:44 pm CST, and later overturned a semi on Hwy 18. Several large trees were uprooted or snapped along the path. In addition, some damage to a few outbuildings was observed. The tornado then dissipated in an open field that was seen by a chaser. Estimated peak winds reached 110 mph.",0
1153460,55,45,MKX,CST-6,1707412980,1707413580,0,0,500000,0,EF1,8.33,50.0,,,2.0,NW,JUDA,2.0,SE,ALBANY,42.5992,-89.5278,42.6831,-89.4101,Damage was mainly to small barns and outbuildings though one home south of Albany took a hit and lost it's roof.  Condensation funnel may not have been visible for much of the life of the tornado until it's end near Albany.,0
